"filename", "language", "TypeScript", "JavaScript", "Markdown", "JSON with Comments", "JSON", "YAML", "TypeScript JSX", "CSS", "Docker", "HTML", "comment", "blank", "total"
"/Users/rose/Desktop/immersive/ReacType/app/src/redux/reducers/slice/roomSlice.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 36
"/Users/rose/Desktop/immersive/ReacType/app/src/redux/reducers/slice/styleSlice.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 30
"/Users/rose/Desktop/immersive/ReacType/app/src/redux/store.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 41
"/Users/rose/Desktop/immersive/ReacType/app/src/tree/TreeChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 28, 10, 184
"/Users/rose/Desktop/immersive/ReacType/app/src/tree/useResizeObserver.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 24
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/CSSEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 3, 40
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/Canvas.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 3, 45
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/CodePreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/ComponentTree.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 3, 46
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/Customization.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 3, 173
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/HtmlElements.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 4, 47
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/KeyboardShortcuts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 3, 39
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/Pages.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 4, 54
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/ReusableComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 4, 40
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/RouteLinks.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 3, 45
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/States.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 3, 88
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/Styling.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 2, 45
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/Tutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 2, 3, 163
"/Users/rose/Desktop/immersive/ReacType/app/src/tutorial/TutorialPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 6, 225
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createApplication.util.ts", "TypeScript", 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 395
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createFiles.util.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 44
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createGatsbyApp.util.ts", "TypeScript", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 190
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createGatsbyFiles.util.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 42
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createNextApp.util.ts", "TypeScript", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 207
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createNextFiles.util.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 46
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createNonce.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 13
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createTestSuite.util.ts", "TypeScript", 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 205
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createTestSuiteClassic.util.ts", "TypeScript", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 142
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/createTestSuiteNext.util.ts", "TypeScript", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 228
"/Users/rose/Desktop/immersive/ReacType/app/src/utils/exportProject.util.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 37
"/Users/rose/Desktop/immersive/ReacType/config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"/Users/rose/Desktop/immersive/ReacType/contribution_documentation.md", "Markdown", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/rose/Desktop/immersive/ReacType/contributors.md", "Markdown", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 84, 167
"/Users/rose/Desktop/immersive/ReacType/electron-builder.yml", "YAML", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"/Users/rose/Desktop/immersive/ReacType/mockData.ts", "TypeScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 115
"/Users/rose/Desktop/immersive/ReacType/package-lock.json", "JSON", 0, 0, 0, 0, 34996, 0, 0, 0, 0, 0, 0, 1, 34997
"/Users/rose/Desktop/immersive/ReacType/package.json", "JSON", 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 1, 298
"/Users/rose/Desktop/immersive/ReacType/playwright.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 10, 78
"/Users/rose/Desktop/immersive/ReacType/prettierrc.json", "JSON", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/rose/Desktop/immersive/ReacType/server/README.md", "Markdown", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"/Users/rose/Desktop/immersive/ReacType/server/assets/renderDemo.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 10, 179
"/Users/rose/Desktop/immersive/ReacType/server/controllers/cookieController.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 36
"/Users/rose/Desktop/immersive/ReacType/server/controllers/marketplaceController.ts", "TypeScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 153
"/Users/rose/Desktop/immersive/ReacType/server/controllers/projectController.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 103
"/Users/rose/Desktop/immersive/ReacType/server/controllers/sessionController.ts", "TypeScript", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 8, 205
"/Users/rose/Desktop/immersive/ReacType/server/controllers/userController.ts", "TypeScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 149
"/Users/rose/Desktop/immersive/ReacType/server/controllers/userStylesController.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 22
"/Users/rose/Desktop/immersive/ReacType/server/graphQL/resolvers/mutation.ts", "TypeScript", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 178
"/Users/rose/Desktop/immersive/ReacType/server/graphQL/resolvers/query.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 75
"/Users/rose/Desktop/immersive/ReacType/server/graphQL/schema/typeDefs.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 47
"/Users/rose/Desktop/immersive/ReacType/server/interfaces.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 60
"/Users/rose/Desktop/immersive/ReacType/server/models/Oauth-model.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"/Users/rose/Desktop/immersive/ReacType/server/models/reactypeModels.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 106
"/Users/rose/Desktop/immersive/ReacType/server/routers/auth.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 80
"/Users/rose/Desktop/immersive/ReacType/server/routers/passport-setup.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 97
"/Users/rose/Desktop/immersive/ReacType/server/routers/stylesRouter.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"/Users/rose/Desktop/immersive/ReacType/server/server.ts", "TypeScript", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 56, 350
"/Users/rose/Desktop/immersive/ReacType/server/tsconfig.json", "JSON with Comments", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 2, 21
"/Users/rose/Desktop/immersive/ReacType/src/custom-aws-exports.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 25
"/Users/rose/Desktop/immersive/ReacType/tsconfig.json", "JSON with Comments", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 1, 30
"/Users/rose/Desktop/immersive/ReacType/tslint.json", "JSON", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/rose/Desktop/immersive/ReacType/webpack.config.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 104
"/Users/rose/Desktop/immersive/ReacType/webpack.development.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 54
"/Users/rose/Desktop/immersive/ReacType/webpack.production.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 24
"Total", "-", 6160, 1062, 566, 65, 35539, 42, 12490, 910, 19, 38, 2463, 2180, 61534
